"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 04 17:45:35 EEST 2026","Sat Jul 04 17:46:09 EEST 2026","33532","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testToastAutoDismisses_TD019","testToastAutoDismisses_TD019","Toast must disappear within 10s (spec: 5s). Skips if no toast appears."
"passed","Sat Jul 04 17:59:14 EEST 2026","Sat Jul 04 18:00:19 EEST 2026","64901","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.StreetLightNotificationTests","com.dxc.iot.tests.StreetLightNotificationTests","testStreetLightToastAppears_SLN003","testStreetLightToastAppears_SLN003","Navigates to /street-light and waits for toast when a sensor reading breaches Brightness or Power threshold."
"passed","Sat Jul 04 17:12:15 EEST 2026","Sat Jul 04 17:12:18 EEST 2026","3041","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.EntryPointTests","com.dxc.iot.tests.EntryPointTests","testTrafficCardNavigatesToDashboard_EP002","testTrafficCardNavigatesToDashboard_EP002","Clicks the Traffic card and asserts URL changes to /traffic."
"passed","Sat Jul 04 17:37:11 EEST 2026","Sat Jul 04 17:37:16 EEST 2026","5357","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testCombinedFilterZeroResults_TD024","testCombinedFilterZeroResults_TD024","Applies a date range from April 2024 which has no sensor data. Asserts no-data message is displayed — UI handles zero results gracefully."
"passed","Sat Jul 04 18:10:31 EEST 2026","Sat Jul 04 18:10:46 EEST 2026","15407","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.AirPollutionDashboardTests","com.dxc.iot.tests.AirPollutionDashboardTests","testPaginationResetsAfterFilter_AP022","testPaginationResetsAfterFilter_AP022",""
"passed","Sat Jul 04 17:38:38 EEST 2026","Sat Jul 04 17:38:55 EEST 2026","16882","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testCombinedFiltersDDT","testCombinedFiltersDDT","DDT: location + congestion and location + date range combinations. Asserts rows match location filter or no-data is shown."
"passed","Sat Jul 04 17:52:32 EEST 2026","Sat Jul 04 17:52:37 EEST 2026","5398","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.StreetLightDashboardTests","com.dxc.iot.tests.StreetLightDashboardTests","testExpandPowerChartShowsStats_SLCG009","testExpandPowerChartShowsStats_SLCG009",""
"passed","Sat Jul 04 17:50:18 EEST 2026","Sat Jul 04 17:50:26 EEST 2026","7921","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.StreetLightDashboardTests","com.dxc.iot.tests.StreetLightDashboardTests","testCombinedFilters_DDT","testCombinedFilters_DDT",""
"passed","Sat Jul 04 17:57:04 EEST 2026","Sat Jul 04 17:57:08 EEST 2026","3152","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.StreetLightDashboardTests","com.dxc.iot.tests.StreetLightDashboardTests","testTableHasAllColumnHeaders_SL006","testTableHasAllColumnHeaders_SL006","Asserts the table has all required columns. Case-insensitive check."
"passed","Sat Jul 04 17:13:04 EEST 2026","Sat Jul 04 17:13:34 EEST 2026","29578","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.NotificationTests","com.dxc.iot.tests.NotificationTests","testClickOutsideClosesPanel_NT008","testClickOutsideClosesPanel_NT008","Opens panel then clicks page heading outside it. Validates @HostListener behavior."
"passed","Sat Jul 04 18:05:13 EEST 2026","Sat Jul 04 18:05:22 EEST 2026","9326","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.AirPollutionDashboardTests","com.dxc.iot.tests.AirPollutionDashboardTests","testChartsUpdateOnFilter_APCG003","testChartsUpdateOnFilter_APCG003",""
"passed","Sat Jul 04 17:56:08 EEST 2026","Sat Jul 04 17:56:12 EEST 2026","4521","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.StreetLightDashboardTests","com.dxc.iot.tests.StreetLightDashboardTests","testSorting_DDT","testSorting_DDT",""
"passed","Sat Jul 04 16:55:02 EEST 2026","Sat Jul 04 16:55:06 EEST 2026","3815","IoT Automation Suite","Regression Tests","com.dxc.iot.tests.SignUpTests","com.dxc.iot.tests.SignUpTests","testSignUp","testSignUp",""
"passed","Sat Jul 04 17:47:48 EEST 2026","Sat Jul 04 17:47:55 EEST 2026","7331","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testTrafficDensitySortHeaderChanges_TD004","testTrafficDensitySortHeaderChanges_TD004","Clicks Traffic Density header and asserts the sort indicator text changes."
"passed","Sat Jul 04 17:54:57 EEST 2026","Sat Jul 04 17:55:00 EEST 2026","2585","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.StreetLightDashboardTests","com.dxc.iot.tests.StreetLightDashboardTests","testPowerChartVisible_SLCG002","testPowerChartVisible_SLCG002",""
"passed","Sat Jul 04 17:41:21 EEST 2026","Sat Jul 04 17:41:26 EEST 2026","4107","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testExpandSpeedChartShowsStats_CG009","testExpandSpeedChartShowsStats_CG009","Opens the expanded Average Speed chart modal and asserts the modal opens with stat cards visible."
"passed","Sat Jul 04 17:48:38 EEST 2026","Sat Jul 04 17:48:43 EEST 2026","5315","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.StreetLightDashboardTests","com.dxc.iot.tests.StreetLightDashboardTests","testChartsUpdateOnFilter_SLCG003","testChartsUpdateOnFilter_SLCG003",""
"passed","Sat Jul 04 18:00:23 EEST 2026","Sat Jul 04 18:02:35 EEST 2026","131158","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.StreetLightNotificationTests","com.dxc.iot.tests.StreetLightNotificationTests","testStreetLightNotificationFormat_SLN001","testStreetLightNotificationFormat_SLN001","Asserts a Street Light alert contains 'Power Consumption' or 'Brightness Level', 'above/below the limit', 'reading:', and 'threshold:'."
"passed","Sat Jul 04 17:56:26 EEST 2026","Sat Jul 04 17:56:32 EEST 2026","5413","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.StreetLightDashboardTests","com.dxc.iot.tests.StreetLightDashboardTests","testStatusFilter_DDT","testStatusFilter_DDT",""
"passed","Sat Jul 04 18:16:40 EEST 2026","Sat Jul 04 18:18:40 EEST 2026","120457","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.AirPollutionNotificationTests","com.dxc.iot.tests.AirPollutionNotificationTests","testAirPollutionNotificationLocation_APN002","testAirPollutionNotificationLocation_APN002","Asserts an Air Pollution alert includes one of the known sensor locations."
"passed","Sat Jul 04 17:36:29 EEST 2026","Sat Jul 04 17:36:35 EEST 2026","5719","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testChartsEmptyState_CG005","testChartsEmptyState_CG005","Applies a date range with no data (April 2024) and asserts charts handle the empty state gracefully — no crash."
"passed","Sat Jul 04 17:54:40 EEST 2026","Sat Jul 04 17:54:42 EEST 2026","2724","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.StreetLightDashboardTests","com.dxc.iot.tests.StreetLightDashboardTests","testPaginationControlsDisplayed_SL002","testPaginationControlsDisplayed_SL002",""
"passed","Sat Jul 04 17:41:29 EEST 2026","Sat Jul 04 17:41:45 EEST 2026","16089","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testExpandedChartCloses_CG007","testExpandedChartCloses_CG007","Opens the expanded chart modal and clicks the X button. Asserts the modal closes completely."
"passed","Sat Jul 04 16:55:43 EEST 2026","Sat Jul 04 16:55:44 EEST 2026","1285","IoT Automation Suite","Regression Tests","com.dxc.iot.tests.SignUpTests","com.dxc.iot.tests.SignUpTests","testLoginLinkNavigation_A048","testLoginLinkNavigation_A048",""
"passed","Sat Jul 04 17:23:14 EEST 2026","Sat Jul 04 17:25:27 EEST 2026","132486","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.NotificationTests","com.dxc.iot.tests.NotificationTests","testDismissLastNotificationShowsEmptyState_NT017","testDismissLastNotificationShowsEmptyState_NT017","Dismisses notifications one by one until the last one, then dismisses it and asserts the panel shows empty state. State transition: 1 notification → dismiss → empty."
"passed","Sat Jul 04 17:04:42 EEST 2026","Sat Jul 04 17:04:46 EEST 2026","3671","IoT Automation Suite","Regression Tests","com.dxc.iot.tests.SettingsTests","com.dxc.iot.tests.SettingsTests","testSettings","testSettings",""
"passed","Sat Jul 04 17:52:40 EEST 2026","Sat Jul 04 17:52:56 EEST 2026","15649","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.StreetLightDashboardTests","com.dxc.iot.tests.StreetLightDashboardTests","testExpandedChartCloses_SLCG007","testExpandedChartCloses_SLCG007",""
"passed","Sat Jul 04 17:13:37 EEST 2026","Sat Jul 04 17:13:44 EEST 2026","6700","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.NotificationTests","com.dxc.iot.tests.NotificationTests","testNotificationBellVisible_NT001","testNotificationBellVisible_NT001","Asserts .bell-btn is present after login. Entry point to notification center."
"passed","Sat Jul 04 17:39:39 EEST 2026","Sat Jul 04 17:39:44 EEST 2026","5539","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testCongestionFilterDDT","testCongestionFilterDDT","DDT: selects Low, Moderate, High, Severe, and All. Asserts every visible row matches the selected level. Congestion cell has surrounding spaces — trimmed before comparison."
"passed","Sat Jul 04 17:11:24 EEST 2026","Sat Jul 04 17:11:26 EEST 2026","2060","IoT Automation Suite","Regression Tests","com.dxc.iot.tests.SessionTests","com.dxc.iot.tests.SessionTests","testUnauthorizedAccessToSettings_A066","testUnauthorizedAccessToSettings_A066",""
"passed","Sat Jul 04 17:36:38 EEST 2026","Sat Jul 04 17:36:43 EEST 2026","5247","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testChartsUpdateOnFilter_CG003","testChartsUpdateOnFilter_CG003","Applies location filter and asserts charts remain visible — confirms charts react to filter changes alongside the table."
"passed","Sat Jul 04 18:06:01 EEST 2026","Sat Jul 04 18:06:06 EEST 2026","5165","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.AirPollutionDashboardTests","com.dxc.iot.tests.AirPollutionDashboardTests","testCombinedFilterZeroResults_AP024","testCombinedFilterZeroResults_AP024",""
"passed","Sat Jul 04 18:12:59 EEST 2026","Sat Jul 04 18:14:03 EEST 2026","64318","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.AirPollutionNotificationTests","com.dxc.iot.tests.AirPollutionNotificationTests","testAirPollutionToastAppears_APN003","testAirPollutionToastAppears_APN003","Navigates to /air-pollution and waits for toast when a sensor reading breaches CO or Ozone threshold."
"passed","Sat Jul 04 18:09:42 EEST 2026","Sat Jul 04 18:09:48 EEST 2026","6102","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.AirPollutionDashboardTests","com.dxc.iot.tests.AirPollutionDashboardTests","testLocationFilter_DDT","testLocationFilter_DDT",""
"passed","Sat Jul 04 17:10:12 EEST 2026","Sat Jul 04 17:10:14 EEST 2026","2089","IoT Automation Suite","Regression Tests","com.dxc.iot.tests.HomeTests","com.dxc.iot.tests.HomeTests","testHomePageFeatures","testHomePageFeatures",""
"passed","Sat Jul 04 18:08:39 EEST 2026","Sat Jul 04 18:08:54 EEST 2026","15105","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.AirPollutionDashboardTests","com.dxc.iot.tests.AirPollutionDashboardTests","testExpandedOzoneChartCloses_APCG010","testExpandedOzoneChartCloses_APCG010",""
"passed","Sat Jul 04 17:48:07 EEST 2026","Sat Jul 04 17:48:11 EEST 2026","4917","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.StreetLightDashboardTests","com.dxc.iot.tests.StreetLightDashboardTests","testBrightnessSortHeaderChanges_SL004","testBrightnessSortHeaderChanges_SL004",""
"passed","Sat Jul 04 18:02:39 EEST 2026","Sat Jul 04 18:04:39 EEST 2026","120355","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.StreetLightNotificationTests","com.dxc.iot.tests.StreetLightNotificationTests","testStreetLightNotificationLocation_SLN002","testStreetLightNotificationLocation_SLN002","Asserts a Street Light alert includes one of the known sensor locations."
"passed","Sat Jul 04 17:10:59 EEST 2026","Sat Jul 04 17:11:02 EEST 2026","2855","IoT Automation Suite","Regression Tests","com.dxc.iot.tests.SessionTests","com.dxc.iot.tests.SessionTests","testSidebarLogoutFromSettings_A065","testSidebarLogoutFromSettings_A065",""
"passed","Sat Jul 04 17:47:23 EEST 2026","Sat Jul 04 17:47:29 EEST 2026","6361","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testTrafficDateFilteringDDT","testTrafficDateFilteringDDT","DDT: valid range returns rows, future date returns no-data, reversed range handled gracefully, recovery after correction works."
"passed","Sat Jul 04 16:55:16 EEST 2026","Sat Jul 04 16:55:40 EEST 2026","23642","IoT Automation Suite","Regression Tests","com.dxc.iot.tests.SignUpTests","com.dxc.iot.tests.SignUpTests","testRemoveAvatar_A047","testRemoveAvatar_A047",""
"passed","Sat Jul 04 17:42:40 EEST 2026","Sat Jul 04 17:42:45 EEST 2026","5746","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testLocationFilterDDT","testLocationFilterDDT","DDT: selects Industrial Zone B, Main St & 1st Ave, Central Park North and asserts every visible row matches that location."
"passed","Sat Jul 04 17:13:47 EEST 2026","Sat Jul 04 17:13:54 EEST 2026","7424","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.NotificationTests","com.dxc.iot.tests.NotificationTests","testNotificationPanelOpens_NT003","testNotificationPanelOpens_NT003","Clicks .bell-btn and asserts .notif-panel becomes visible."
"passed","Sat Jul 04 17:49:11 EEST 2026","Sat Jul 04 17:49:16 EEST 2026","4848","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.StreetLightDashboardTests","com.dxc.iot.tests.StreetLightDashboardTests","testCombinedFilterZeroResults_SL024","testCombinedFilterZeroResults_SL024",""
"passed","Sat Jul 04 17:12:08 EEST 2026","Sat Jul 04 17:12:10 EEST 2026","2560","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.EntryPointTests","com.dxc.iot.tests.EntryPointTests","testStreetLightCardOpensModal_EP004","testStreetLightCardOpensModal_EP004","Clicks the Street Light card and asserts navigation to /street-light."
"passed","Sat Jul 04 16:57:37 EEST 2026","Sat Jul 04 16:57:43 EEST 2026","5098","IoT Automation Suite","Regression Tests","com.dxc.iot.tests.ProfileTests","com.dxc.iot.tests.ProfileTests","testAvatarUpload_A050","testAvatarUpload_A050",""
"passed","Sat Jul 04 17:25:30 EEST 2026","Sat Jul 04 17:27:32 EEST 2026","121606","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.NotificationTests","com.dxc.iot.tests.NotificationTests","testDismissReducesCountByExactlyOne_NT012","testDismissReducesCountByExactlyOne_NT012","With 2+ notifications, dismisses one and asserts count = before - 1 exactly."
"passed","Sat Jul 04 18:11:38 EEST 2026","Sat Jul 04 18:11:44 EEST 2026","5774","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.AirPollutionDashboardTests","com.dxc.iot.tests.AirPollutionDashboardTests","testPreviousPageNavigation_AP013","testPreviousPageNavigation_AP013",""
"passed","Sat Jul 04 17:43:46 EEST 2026","Sat Jul 04 17:44:02 EEST 2026","16252","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testSameDayDateRange_TD023","testSameDayDateRange_TD023","Sets start and end date to the same day (today). Asserts table shows rows or no-data message — no crash or broken state. BVA: zero-width date range from user perspective."
"passed","Sat Jul 04 17:52:05 EEST 2026","Sat Jul 04 17:52:20 EEST 2026","15425","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.StreetLightDashboardTests","com.dxc.iot.tests.StreetLightDashboardTests","testDateFilter_DDT","testDateFilter_DDT",""
"passed","Sat Jul 04 17:39:49 EEST 2026","Sat Jul 04 17:41:02 EEST 2026","73158","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testDashboardAutoRefreshesData_TD017","testDashboardAutoRefreshesData_TD017","Waits 70s and asserts the table is still functional after the 1-minute auto-refresh cycle."
"passed","Sat Jul 04 17:14:10 EEST 2026","Sat Jul 04 17:16:10 EEST 2026","120370","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.NotificationTests","com.dxc.iot.tests.NotificationTests","testNotificationsExist_NT004","testNotificationsExist_NT004","Waits up to 60s for notifications. Asserts count > 0."
"passed","Sat Jul 04 17:11:30 EEST 2026","Sat Jul 04 17:11:33 EEST 2026","2813","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.EntryPointTests","com.dxc.iot.tests.EntryPointTests","testAirPollutionCardOpensModal_EP003","testAirPollutionCardOpensModal_EP003","Clicks the Air Pollution card and asserts navigation to /air-pollution."
"passed","Sat Jul 04 17:53:26 EEST 2026","Sat Jul 04 17:53:30 EEST 2026","4115","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.StreetLightDashboardTests","com.dxc.iot.tests.StreetLightDashboardTests","testLocationFilterAccessible_SL005","testLocationFilterAccessible_SL005",""
"passed","Sat Jul 04 17:16:14 EEST 2026","Sat Jul 04 17:16:53 EEST 2026","38379","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.NotificationTests","com.dxc.iot.tests.NotificationTests","testToastManualDismiss_NT014","testToastManualDismiss_NT014","Waits for toast to appear then clicks .toast-close button. Asserts toast disappears immediately without waiting for auto-dismiss."
"passed","Sat Jul 04 18:05:46 EEST 2026","Sat Jul 04 18:05:50 EEST 2026","3653","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.AirPollutionDashboardTests","com.dxc.iot.tests.AirPollutionDashboardTests","testCoChartVisible_APCG001","testCoChartVisible_APCG001",""
"passed","Sat Jul 04 17:44:33 EEST 2026","Sat Jul 04 17:44:39 EEST 2026","5154","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testSortingDDT","testSortingDDT","DDT: clicks a column N times and asserts values are in the expected order. Strips 'vehicles/hr' from density and 'km/h' from speed before numeric comparison."
"passed","Sat Jul 04 17:43:06 EEST 2026","Sat Jul 04 17:43:24 EEST 2026","17705","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testPaginationResetsAfterFilter_TD022","testPaginationResetsAfterFilter_TD022","Navigates to page 2, then applies a location filter. Asserts the table resets to page 1 of the filtered results."
"passed","Sat Jul 04 16:56:17 EEST 2026","Sat Jul 04 16:56:18 EEST 2026","1526","IoT Automation Suite","Regression Tests","com.dxc.iot.tests.LoginTests","com.dxc.iot.tests.LoginTests","testPasswordToggle_A044","testPasswordToggle_A044",""
"passed","Sat Jul 04 16:58:59 EEST 2026","Sat Jul 04 16:59:02 EEST 2026","3195","IoT Automation Suite","Regression Tests","com.dxc.iot.tests.ProfileTests","com.dxc.iot.tests.ProfileTests","testChangePassword","testChangePassword",""
"passed","Sat Jul 04 17:48:58 EEST 2026","Sat Jul 04 17:49:06 EEST 2026","7588","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.StreetLightDashboardTests","com.dxc.iot.tests.StreetLightDashboardTests","testClearDateFilterRestoresRows_SL021","testClearDateFilterRestoresRows_SL021",""
"passed","Sat Jul 04 17:42:11 EEST 2026","Sat Jul 04 17:42:15 EEST 2026","4091","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testLocationFilterAccessible_TD005","testLocationFilterAccessible_TD005","Opens location filter and asserts display text is non-empty."
"passed","Sat Jul 04 17:11:47 EEST 2026","Sat Jul 04 17:11:48 EEST 2026","1732","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.EntryPointTests","com.dxc.iot.tests.EntryPointTests","testHomePageShowsThreeDashboardCards_EP001","testHomePageShowsThreeDashboardCards_EP001","Asserts Traffic, Air Pollution, and Street Light cards all visible after login."
"passed","Sat Jul 04 17:48:19 EEST 2026","Sat Jul 04 17:48:22 EEST 2026","2869","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.StreetLightDashboardTests","com.dxc.iot.tests.StreetLightDashboardTests","testChartTitlesCorrect_SLCG006","testChartTitlesCorrect_SLCG006",""
"passed","Sat Jul 04 17:36:59 EEST 2026","Sat Jul 04 17:37:07 EEST 2026","7915","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testClearDateFilterRestoresRows_TD021","testClearDateFilterRestoresRows_TD021","Applies a restrictive date filter, then clears it. Asserts the table returns to its unfiltered state with rows present."
"passed","Sat Jul 04 17:29:41 EEST 2026","Sat Jul 04 17:31:53 EEST 2026","131822","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.NotificationTests","com.dxc.iot.tests.NotificationTests","testClearAllNotifications_NT006","testClearAllNotifications_NT006","Clicks .notif-clear-all and asserts .notif-item list is empty."
"passed","Sat Jul 04 17:47:59 EEST 2026","Sat Jul 04 17:48:02 EEST 2026","2996","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.StreetLightDashboardTests","com.dxc.iot.tests.StreetLightDashboardTests","testBrightnessChartVisible_SLCG001","testBrightnessChartVisible_SLCG001",""
